City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,khilok,51.3674,110.4676,40.05,43,36,4.83,RU,1715192810
287,lycksele,64.5954,18.6735,37.27,65,75,3.44,SE,1715192683
288,geraldton,-28.7667,114.6,73.81,28,100,16.11,AU,1715192578
289,tofol,5.3248,163.0078,82.83,83,95,18.95,FM,1715192810
290,caribou,46.8606,-68.012,61.47,38,0,6.91,US,1715192735
291,grande prairie,55.1667,-118.8027,55.58,26,75,12.66,CA,1715192655
292,avarua,-21.2078,-159.775,82.45,89,75,9.22,CK,1715192810
293,grants pass,42.439,-123.3284,58.8,51,0,1.01,US,1715192051
294,susuman,62.7833,148.1667,29.98,83,87,3.0,RU,1715192810
295,kas,36.2018,29.6377,63.54,72,23,1.9,TR,1715192810
296,castillos,-34.1667,-53.8333,63.32,87,97,15.32,UY,1715192810
297,ghat,24.9647,10.1728,93.25,8,6,11.3,LY,1715192811
298,prineville,44.2999,-120.8345,55.11,52,0,5.75,US,1715192811
299,slawno,54.3628,16.6789,47.55,69,69,6.6,PL,1715192811
300,rio grande,-32.035,-52.0986,71.71,84,99,21.81,BR,1715192811
301,mata-utu,-13.2816,-176.1745,84.65,79,83,10.4,WF,1715192811
302,az zuwaytinah,30.9522,20.1202,78.67,30,12,18.54,LY,1715192811
303,kudahuvadhoo,2.6708,72.8944,84.58,74,100,13.8,MV,1715192811
304,shevchenko,48.5,35.0,52.74,46,54,3.38,UA,1715192811
305,pisco,-13.7,-76.2167,71.02,83,75,11.5,PE,1715192497
306,tangzhai,34.4328,116.5911,59.52,54,91,8.12,CN,1715192812
307,engel's,51.5,46.1167,50.13,8,7,3.0,RU,1715192812
308,vorgashor,67.5833,63.95,14.81,93,41,6.82,RU,1715192812
309,badger,64.8,-147.5333,50.0,69,75,3.44,US,1715192812
310,pemba,-12.974,40.5178,83.1,74,40,12.66,MZ,1715192812
311,armacao de buzios,-22.7469,-41.8817,89.65,79,0,23.02,BR,1715192812
312,bodaybo,57.8506,114.1933,31.77,95,94,2.55,RU,1715192813
313,isangel,-19.55,169.2667,72.27,65,8,14.5,VU,1715192567
314,karonga,-9.9333,33.9333,73.54,79,51,9.53,MW,1715192813
315,sungailiat,-1.85,106.1333,78.62,89,99,3.44,ID,1715192813
316,malvan,16.0667,73.4667,82.71,77,0,11.18,IN,1715192813
317,gongzhuling,43.5008,124.8198,61.05,36,97,20.4,CN,1715192813
318,broken hill,-31.95,141.4333,56.37,70,21,9.82,AU,1715192813
319,port saint john's,-31.6229,29.5448,71.94,75,49,4.16,ZA,1715192813
320,magnolia,33.2671,-93.2393,80.29,83,100,8.01,US,1715192552
321,dom pedro,-4.4833,-44.45,92.23,45,100,5.08,BR,1715192814
322,gadzhiyevo,69.2551,33.3362,28.71,79,100,5.7,RU,1715192814
323,gargalianoi,37.0667,21.6333,63.36,77,100,5.3,GR,1715192814
324,zhangjiakou,40.81,114.8794,65.52,32,64,3.8,CN,1715192814
325,sirte,31.2089,16.5887,69.73,64,0,11.25,LY,1715192814
326,namibe,-15.1961,12.1522,74.41,68,2,11.03,AO,1715192814
327,alesund,62.4723,6.1549,50.9,77,75,11.5,NO,1715192814
328,boende,-0.2167,20.8667,77.54,84,75,1.34,CD,1715192814
329,touros,-5.1989,-35.4608,85.05,70,68,12.97,BR,1715192815
330,choix,26.7092,-108.3219,95.23,10,0,8.32,MX,1715192815
331,kavaratti,10.5669,72.642,87.28,67,100,9.78,IN,1715192815
332,hanceville,34.0607,-86.7675,84.11,86,98,8.48,US,1715192815
333,santa ana de yacuma,-13.75,-65.4333,89.55,66,75,9.22,BO,1715192815
334,srivaikuntam,8.6167,77.9333,87.39,64,100,0.36,IN,1715192815
335,san pablo,14.0669,121.3258,83.79,94,21,2.71,PH,1715192575
336,howard springs,-12.497,131.047,75.11,97,36,1.97,AU,1715192815
337,maloye ganyushkino,46.6,49.2667,61.93,58,100,16.62,KZ,1715192815
338,ribadeo,43.5325,-7.0991,58.69,77,63,3.83,ES,1715192816
339,barra,-11.0894,-43.1417,87.44,49,32,14.83,BR,1715192816
340,coronel dorrego,-38.7187,-61.2873,52.93,43,27,25.14,AR,1715192816
341,kerikeri,-35.2268,173.9474,50.92,83,4,8.01,NZ,1715192816
342,ouddorp,51.8117,3.9347,57.97,77,52,13.62,NL,1715192816
343,kenai,60.5544,-151.2583,44.69,65,100,11.5,US,1715192816
344,murray bridge,-35.1167,139.2667,52.34,82,6,3.83,AU,1715192816
345,remire-montjoly,4.9167,-52.2667,84.24,79,0,5.75,GF,1715192816
346,inarajan village,13.2736,144.7484,82.54,91,100,12.57,GU,1715192817
347,la ronge,55.1001,-105.2842,59.22,44,0,5.75,CA,1715192817
348,howrah,22.5892,88.3103,80.6,83,40,5.75,IN,1715192817
349,xaltianguis,17.0667,-99.8333,76.51,37,32,7.38,MX,1715192817
350,borogontsy,62.6683,131.1683,31.75,92,100,5.57,RU,1715192817
351,manado,1.487,124.8455,77.77,100,20,1.14,ID,1715192743
352,bardai,11.65,7.2333,95.65,13,76,6.87,NG,1715192817
353,konarka,19.9,86.1167,77.4,84,1,5.48,IN,1715192817
354,mashhad,36.297,59.6062,71.74,68,40,9.22,IR,1715192705
355,makarska,43.2969,17.0178,66.4,76,99,8.55,HR,1715192817
356,sitka,57.0531,-135.33,46.29,87,100,13.8,US,1715192520
357,muynoq,43.7683,59.0214,63.09,53,1,20.51,UZ,1715192818
358,tostedt,53.2833,9.7167,60.82,55,8,7.49,DE,1715192818
359,santa marta,11.2408,-74.199,90.9,69,40,6.91,CO,1715192532
360,carahue,-38.7,-73.1667,54.36,57,39,1.74,CL,1715192818
361,lobujya,27.95,86.8167,19.35,89,97,0.51,NP,1715192818
362,magadan,59.5667,150.8,31.53,92,91,4.85,RU,1715192818
363,cidreira,-30.1811,-50.2056,78.57,72,83,12.57,BR,1715192819
364,dakhla,23.6848,-15.958,68.02,83,82,19.57,EH,1715192819
365,torghay,49.6339,63.4981,67.08,45,100,14.97,KZ,1715192819
366,kailua-kona,19.6406,-155.9956,78.76,76,40,11.5,US,1715192757
367,zhaotong,27.3167,103.7167,55.74,89,100,3.42,CN,1715192567
368,yreka,41.7354,-122.6345,58.48,42,0,6.91,US,1715192819
369,waiuku,-37.25,174.75,48.67,78,0,3.76,NZ,1715192665
370,benguela,-12.5763,13.4055,79.47,76,11,4.83,AO,1715192819
371,khash,28.2211,61.2158,79.9,19,0,7.0,IR,1715192819
372,n'zeto,-7.2312,12.8666,77.59,91,99,7.63,AO,1715192820
373,prado,-17.3411,-39.2208,82.18,68,1,8.55,BR,1715192820
374,fale old settlement,-9.3852,-171.2468,85.14,76,96,12.44,TK,1715192820
375,chingola,-12.529,27.8838,65.73,54,90,6.64,ZM,1715192820
376,baikonur,45.6167,63.3167,67.3,55,30,5.79,KZ,1715192820
377,ulanhot,46.0833,122.0833,52.36,36,75,5.99,CN,1715192820
378,maughold,54.2988,-4.3184,52.83,83,100,7.25,IM,1715192820
379,tambuwal,12.4039,4.6469,101.3,22,92,7.92,NG,1715192820
380,gibong,11.8634,122.0394,79.12,81,6,9.28,PH,1715192821
381,inebolu,41.9747,33.7608,60.28,61,11,3.49,TR,1715192821
382,hamilton,39.1834,-84.5333,85.08,52,0,4.61,US,1715192463
383,al bardiyah,31.7561,25.0865,65.43,67,75,13.87,LY,1715192821
384,ouesso,1.6136,16.0517,79.79,67,63,0.38,CG,1715192821
385,zuni pueblo,35.0725,-108.8506,56.03,17,0,18.03,US,1715192821
386,labytnangi,66.6572,66.4183,27.37,83,100,10.92,RU,1715192821
387,jilib,0.4883,42.7854,77.38,91,81,9.06,SO,1715192821
388,kamyshevatskaya,46.4132,37.9563,55.44,51,61,2.71,RU,1715192821
389,saldanha,-33.0117,17.9442,55.45,79,0,13.09,ZA,1715192822
390,shingu,33.7333,135.9833,48.9,77,58,6.71,JP,1715192822
391,puerto colombia,10.9878,-74.9547,91.49,67,100,6.89,CO,1715192822
392,pangody,65.85,74.4859,8.51,99,24,5.28,RU,1715192822
393,antsiranana,-12.2787,49.2917,76.98,76,90,20.67,MG,1715192822
394,princes town,10.2667,-61.3833,91.36,67,100,10.89,TT,1715192822
395,arta,39.1606,20.9853,65.84,91,100,4.18,GR,1715192822
396,syktyvkar,61.6764,50.8099,28.13,100,75,21.99,RU,1715192822
397,cody,44.5263,-109.0565,39.92,91,100,6.91,US,1715192822
398,al kharijah,25.4514,30.5464,79.36,10,15,8.55,EG,1715192823
399,dunedin,-45.8742,170.5036,36.81,92,39,1.01,NZ,1715192823
400,izegem,50.92,3.2086,56.08,81,92,8.75,BE,1715192823
401,macaubas,-13.0194,-42.6986,89.37,30,7,5.77,BR,1715192823
402,kruisfontein,-34.0033,24.7314,61.88,83,82,2.53,ZA,1715192823
403,cabedelo,-6.9811,-34.8339,86.67,75,81,11.5,BR,1715192823
404,hammerfest,70.6634,23.6821,37.85,48,0,12.66,NO,1715192823
405,wenchang,30.904,118.4887,57.42,78,78,4.94,CN,1715192479
406,itapirapua,-15.8233,-50.6133,91.56,32,1,6.6,BR,1715192823
407,kristiansund,63.1115,7.732,50.05,66,75,3.44,NO,1715192823
408,svitlovods'k,49.0489,33.2411,50.76,55,44,5.41,UA,1715192824
409,sisimiut,66.9395,-53.6735,29.64,73,60,4.5,GL,1715192824
410,brookings,44.3114,-96.7984,66.54,55,0,18.41,US,1715192586
411,callao,-12.0667,-77.15,68.29,83,40,9.22,PE,1715192824
412,karatuzskoye,53.6072,92.8667,53.38,69,98,5.99,RU,1715192535
413,igarka,67.4667,86.5833,31.01,99,100,13.0,RU,1715192824
414,codrington,-38.2667,141.9667,48.96,87,13,5.35,AU,1715192824
415,ola,59.5833,151.2833,32.14,92,99,1.88,RU,1715192824
416,pulwama,33.874,74.8996,59.99,51,1,2.8,IN,1715192824
417,saskatoon,52.1168,-106.6345,60.78,55,20,10.36,CA,1715192824
418,vernon,50.2581,-119.2691,65.3,25,73,5.75,CA,1715192164
419,saquarema,-22.92,-42.5103,86.14,63,1,13.47,BR,1715192825
420,san juan de miraflores,-12.1629,-76.9635,66.72,78,41,6.24,PE,1715192825
421,nicoya,10.1483,-85.452,89.11,58,100,5.06,CR,1715192825
422,colonia,50.9333,6.95,62.96,67,0,9.22,DE,1715192808
423,la passe,45.5549,-0.8967,70.03,75,76,10.31,FR,1715192825
424,barakani,-12.1356,44.4317,80.42,78,30,7.2,KM,1715192825
425,floro,61.5996,5.0328,52.23,76,75,13.8,NO,1715192825
426,old town,50.087,14.4202,60.15,55,0,5.75,CZ,1715192773
427,gongchangling,41.1167,123.45,54.5,58,64,4.72,CN,1715192826
428,nuuk,64.1835,-51.7216,38.01,60,75,10.36,GL,1715192826
429,chemolgan,43.1897,76.5292,60.46,52,76,3.89,KZ,1715192826
430,new norfolk,-42.7826,147.0587,51.93,99,100,1.07,AU,1715192826
431,betio village,1.358,172.9211,82.44,74,82,11.63,KI,1715192826
432,vozhega,60.4725,40.2213,27.91,57,59,8.9,RU,1715192826
433,zouerate,22.7187,-12.4521,104.61,6,91,10.69,MR,1715192826
434,paphos,34.7667,32.4167,67.78,73,3,6.91,CY,1715192826
435,zaragoza,41.6561,-0.8773,74.01,32,0,16.11,ES,1715192827
436,oak grove,45.4168,-122.6401,60.13,65,20,4.0,US,1715192827
437,palikir - national government center,6.9248,158.1611,81.34,89,100,3.44,FM,1715192827
438,newnham,-41.3833,147.1333,49.66,100,100,4.61,AU,1715192827
439,buta,2.7858,24.73,85.14,47,85,1.97,CD,1715192827
440,beira,-19.8436,34.8389,75.29,83,20,5.75,MZ,1715192827
441,peterhead,57.5058,-1.7981,63.0,84,100,5.68,GB,1715192827
442,fairfield glade,36.0004,-84.8863,68.4,94,75,3.44,US,1715192827
443,las vegas,36.175,-115.1372,66.88,15,0,19.57,US,1715192828
444,mustafabad,30.8922,73.4989,91.04,12,0,5.23,PK,1715192828
445,nykvarn,59.8,18.3,37.38,99,100,4.47,SE,1715192828
446,ketchikan,55.3422,-131.6461,50.34,87,100,12.66,US,1715192828
447,kone,-21.0595,164.8658,62.83,92,0,4.05,NC,1715192828
448,camana,-16.6228,-72.7111,67.19,84,67,11.88,PE,1715192828
449,kiunga,-6.1219,141.2906,73.99,100,100,2.33,PG,1715192828
450,datong,40.0936,113.2914,64.58,31,39,4.65,CN,1715192828
451,ancud,-41.8697,-73.8203,50.23,82,100,17.05,CL,1715192828
452,kargil,34.5667,76.1,37.8,46,8,5.97,IN,1715192829
453,port blair,11.6667,92.75,82.44,89,20,2.3,IN,1715192829
454,bella vista,36.4295,-94.2316,82.98,71,100,18.41,US,1715192829
455,venice,27.0998,-82.4543,93.11,82,0,13.8,US,1715192549
456,hazaribagh,23.9833,85.35,71.49,69,78,5.46,IN,1715192829
457,usinsk,65.9939,57.5281,31.06,89,100,5.99,RU,1715192659
458,recani,31.2846,-4.2688,91.58,8,22,8.1,MA,1715192829
459,paracuru,-3.41,-39.0306,88.11,74,90,9.86,BR,1715192829
460,caxito,-8.5785,13.6643,76.84,91,94,4.29,AO,1715192829
461,dilling,12.05,29.65,90.66,12,1,10.18,SD,1715192695
462,bestobe,52.4994,73.0975,57.72,48,65,14.18,KZ,1715192830
463,glendive,47.1053,-104.7125,51.76,81,100,18.41,US,1715192830
464,mil'kovo,55.6078,37.7956,34.43,93,99,16.42,RU,1715192830
465,siasi,5.5462,120.8145,81.91,72,66,0.76,PH,1715192830
466,bathsheba,13.2167,-59.5167,88.41,70,40,17.27,BB,1715192830
467,bogande,12.9714,-0.1436,103.26,18,93,4.63,BF,1715192830
468,grand falls-windsor,48.9332,-55.6649,49.5,74,100,8.37,CA,1715192720
469,nagqu,31.5,92.0,35.73,54,91,11.1,CN,1715192830
470,tromso,69.6496,18.957,42.82,45,0,11.5,NO,1715192830
471,porbandar,21.6422,69.6093,81.9,84,0,12.08,IN,1715192831
472,sao joaquim,-28.2939,-49.9317,71.58,70,27,11.77,BR,1715192831
473,praia da vitoria,38.7333,-27.0667,68.76,68,20,12.17,PT,1715192831
474,antonio enes,-16.2325,39.9086,78.13,73,1,8.99,MZ,1715192831
475,simplicio mendes,-7.8539,-41.9103,90.46,38,91,9.48,BR,1715192831
476,sinop,41.7711,34.8709,53.69,73,7,3.71,TR,1715192831
477,zhengjiatun,43.5064,123.5064,63.16,32,95,18.92,CN,1715192831
478,taroa,8.7058,171.2275,81.72,84,100,19.6,MH,1715192831
479,palmer,42.1584,-72.3287,75.06,94,100,0.0,US,1715192831
480,wlodawa,51.55,23.55,50.72,61,81,5.59,PL,1715192814
481,"laikit, laikit ii (dimembe)",1.4792,124.9735,74.25,100,20,1.14,ID,1715192832
482,tokar,18.4254,37.729,80.92,59,0,8.95,SD,1715192832
483,abadeh,31.1608,52.6506,57.49,26,16,21.79,IR,1715192832
484,tongging,2.8969,98.5262,64.42,92,100,0.78,ID,1715192832
485,mermoz boabab,14.7065,-17.4758,84.76,83,0,9.22,SN,1715192832
486,aykhal,66.0,111.5,19.27,97,99,6.6,RU,1715192832
487,rio preto da eva,-2.6994,-59.6997,92.57,50,91,4.25,BR,1715192832
488,yass,-34.8333,148.9167,52.03,94,94,1.01,AU,1715192832
489,robore,-18.3333,-59.75,95.09,49,40,20.71,BO,1715192832
490,coahuayana de hidalgo,18.7,-103.6583,85.73,54,94,7.99,MX,1715192833
491,quesnel,52.9999,-122.5029,48.7,46,100,2.3,CA,1715192833
492,balikpapan,-1.2675,116.8289,78.21,90,100,2.08,ID,1715192833
493,paradip garh,20.3167,86.6167,84.15,73,15,6.06,IN,1715192833
494,luena,-11.7833,19.9167,70.34,64,98,0.89,AO,1715192833
495,khairpur,27.5295,68.7617,93.2,12,0,10.98,PK,1715192833
496,saint-joseph,-21.3667,55.6167,73.78,74,47,16.2,RE,1715192739
497,khovd,48.0056,91.6419,54.61,49,100,3.58,MN,1715192833
498,al artawiyah,26.5053,45.3444,80.2,20,2,12.77,SA,1715192833
499,kikwit,-5.041,18.8162,84.33,43,84,3.09,CD,1715192833
500,greymouth,-42.4667,171.2,41.7,65,6,13.18,NZ,1715192834
501,bida,9.0833,6.0167,93.83,39,23,1.79,NG,1715192834
502,malmberget,67.1753,20.6549,36.16,38,75,8.05,SE,1715192834
503,waimea,20.0231,-155.6717,75.0,100,52,2.35,US,1715192834
504,arteche,12.2645,125.4048,78.28,87,86,2.57,PH,1715192834
505,zhangjiakou shi xuanhua qu,40.6103,115.0447,67.8,36,59,3.89,CN,1715192834
506,taulaga,-11.0553,-171.0883,85.14,74,100,13.65,AS,1715192834
507,lima,-12.0432,-77.0282,66.45,83,40,9.22,PE,1715192481
508,dinteloord,51.635,4.3694,59.11,80,93,1.01,NL,1715192731
509,page,36.9147,-111.4558,55.69,22,0,4.61,US,1715192647
510,al khawr,25.7667,51.3167,82.27,54,3,16.17,QA,1715192835
511,conception bay south,47.4999,-52.9981,43.05,91,100,11.05,CA,1715192835
512,liaoyuan,42.9036,125.1358,59.77,37,92,16.11,CN,1715192835
513,sterling,39.0062,-77.4286,87.12,48,75,10.36,US,1715192666
514,minas de marcona,-15.2119,-75.1103,66.18,65,60,19.33,PE,1715192835
515,manicore,-5.8092,-61.3003,93.88,47,87,3.58,BR,1715192835
516,ljusdal,61.8288,16.0913,37.24,89,100,3.53,SE,1715192835
517,sosnovo-ozerskoye,52.5249,111.5418,39.83,35,77,4.45,RU,1715192835
518,orvieto,42.7195,12.1116,62.82,95,100,5.75,IT,1715192835
519,pimentel,-6.8367,-79.9342,75.49,64,0,17.27,PE,1715192836
520,touba,8.2833,-7.6833,84.65,62,99,2.77,CI,1715192836
521,tindouf,27.6711,-8.1474,102.65,5,0,13.8,DZ,1715192836
522,katsuren-haebaru,26.3369,127.8719,68.77,63,20,17.27,JP,1715192836
523,kamina,-8.7386,24.9906,74.16,63,83,5.1,CD,1715192836
524,xishan,27.6667,113.5,68.16,73,100,4.36,CN,1715192836
525,crane,31.3974,-102.3501,86.45,10,0,17.22,US,1715192718
526,hawkinge,51.1128,1.1618,58.48,75,59,8.01,GB,1715192836
527,sarangani,5.4033,125.4636,83.73,75,8,14.65,PH,1715192836
528,wanxian,30.8039,108.3897,73.83,68,100,2.24,CN,1715192837
529,tamiahua,21.2667,-97.45,100.18,43,66,10.45,MX,1715192837
530,kalmunai,7.4167,81.8167,81.7,82,98,6.08,LK,1715192837
531,luganville,-15.5333,167.1667,74.98,81,93,9.01,VU,1715192837
532,kyrenia,35.3417,33.3167,69.35,68,7,3.71,CY,1715192837
533,karratha,-20.7377,116.8463,75.16,68,0,2.66,AU,1715192837
534,salalah,17.0151,54.0924,86.09,84,75,6.91,OM,1715192837
535,st. john's,47.5649,-52.7093,43.29,91,100,18.41,CA,1715192837
536,horta,38.5333,-28.6333,66.02,78,40,17.27,PT,1715192838
537,okunoya,36.2833,140.4167,52.11,87,75,8.05,JP,1715192838
538,matamba,-8.9833,33.9667,54.9,92,96,5.1,TZ,1715192838
539,lata,40.1629,-8.3327,81.48,36,52,1.9,PT,1715192838
540,severo-yeniseyskiy,60.3725,93.0408,34.57,98,100,10.0,RU,1715192838
541,byron bay,-28.65,153.6167,61.72,82,93,6.8,AU,1715192659
542,tucupita,9.0622,-62.051,97.77,40,84,7.63,VE,1715192838
543,sittwe,20.15,92.9,83.17,70,94,10.11,MM,1715192838
544,dolores,-36.3132,-57.6792,60.04,69,100,23.04,AR,1715192839
545,machico,32.7,-16.7667,73.71,83,40,6.91,PT,1715192839
546,zeya,53.75,127.2667,39.49,59,55,18.57,RU,1715192839
547,fuglafjordur,62.244,-6.814,48.67,98,100,6.35,FO,1715192839
548,wangjing,24.6,94.0333,68.36,82,100,1.45,IN,1715192839
549,hami,42.8,93.45,71.94,28,78,9.8,CN,1715192839
550,nuku'alofa,-21.1333,-175.2,77.34,69,75,8.05,TO,1715192839
551,mar del plata,-38.0023,-57.5575,60.1,79,75,23.02,AR,1715192714
552,uttoxeter,52.8984,-1.8649,67.89,81,96,7.31,GB,1715192839
553,protaras,35.0125,34.0583,69.98,89,14,1.99,CY,1715192839
554,urangan,-25.3,152.9,70.3,82,49,18.12,AU,1715192840
555,les cayes,18.2,-73.75,85.87,67,36,11.63,HT,1715192840
556,holly springs,35.6513,-78.8336,89.1,65,63,4.0,US,1715192840
557,chos malal,-37.3781,-70.2709,47.12,27,1,8.55,AR,1715192840
558,maputo,-25.9653,32.5892,74.88,83,20,5.75,MZ,1715192614
559,nadym,65.5333,72.5167,14.97,96,31,7.2,RU,1715192693
560,weligama,5.9667,80.4167,79.59,87,100,5.3,LK,1715192840
561,mexico,15.0646,120.7198,83.91,75,85,4.47,PH,1715192840
562,dombarovskiy,50.7587,59.5386,59.0,78,54,25.99,RU,1715192840
563,manta,-0.95,-80.7333,83.98,74,75,8.05,EC,1715192840
564,khabary,53.6259,79.5345,53.46,54,34,5.17,RU,1715192841
565,najaf,31.9985,44.3398,78.58,21,1,5.75,IQ,1715192841
566,mugia,43.1041,-9.2179,68.92,79,56,9.42,ES,1715192841
567,minot air force base,48.4209,-101.3391,56.98,81,100,26.46,US,1715192841
568,pariaman,-0.619,100.12,80.65,83,98,4.52,ID,1715192841
569,shache,38.4167,77.2406,75.02,16,50,4.72,CN,1715192841
570,nar'yan-mar,67.6713,53.087,23.11,88,99,15.99,RU,1715192841
571,haimen,23.1935,116.6142,71.49,73,74,14.52,CN,1715192841
572,joao pinheiro,-17.7425,-46.1725,83.66,38,0,5.44,BR,1715192841
573,chepo,9.1667,-79.1,87.76,68,96,2.33,PA,1715192841
574,gowurdak,37.8124,66.0466,83.37,31,25,6.33,TM,1715192842
575,meadow lakes,61.6247,-149.6011,49.41,51,0,4.61,US,1715192842
576,champerico,14.3,-91.9167,95.54,62,71,11.03,GT,1715192842
